check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	1196	OPEN	yes	deferred-with-owner	defer	history-undo-redo	History, undo/redo, transaction grouping	Slate-v2 native browser undo menu owner	native browser menu undo/redo proof required		deferred: add native browser menu undo/redo proof or define unsupported lane.	Use the browser menu to undo, undo and redo functions are abnormal.	https://github.com/ProseMirror/prosemirror/issues/1196	Relevant history/browser integration pressure, but exact issue uses OS/browser menu undo, not keyboard/model history. Current package history tests do not close native menu behavior.
[x]	1197	CLOSED	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 table clipboard context owner	table-cell clipboard context paste proof required		deferred: add table-cell clipboard context paste proof before runtime work.	parseFromClipboard's addContext transforms slice in an invalid way.	https://github.com/ProseMirror/prosemirror/issues/1197	Relevant clipboard/table invariant, but exact issue is table-cell slice context pasted into a paragraph. Current table paste tests do not prove the context-stripping behavior.
[x]	1198	CLOSED	yes	deferred-with-owner	defer	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 decoration cleanup owner	nested-node deletion stale-decoration proof required		deferred: add nested-node delete decoration cleanup proof.	Stale left-over decoration when deleting a nested node using prosemirror-commands package	https://github.com/ProseMirror/prosemirror/issues/1198	Relevant decoration cleanup invariant. Existing external-decoration refresh stress does not reproduce stale leftover decorations after deleting a nested node.
[x]	1199	OPEN	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser mouse drag selection across leading inline atom mentions	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts:932 "drag-selects across leading inline mentions atomically"	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/mentions.test.ts --project=chromium --grep "drag-selects across leading inline mentions atomically"	Cannot select inline atom nodes at the start of a paragraph	https://github.com/ProseMirror/prosemirror/issues/1199	ProseMirror #1199 leading inline atom drag-selection invariant is covered by a fresh Slate-v2 browser oracle. The mentions route removes text before the first markable-inline mention, performs a real mouse drag across the leading R2-D2 and Mace Windu mention atoms, asserts selected text '@R2-D2 or @Mace Windu', checks no runtime errors, and asserts no double selection highlight. Focused proof and the full Chromium mentions file passed.
[x]	1200	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 selection-dependent decoration owner	selection-dependent node decoration anchor proof required		deferred: add selection-dependent node-decoration anchor stability proof.	Node decoration causes odd selection behavior 	https://github.com/ProseMirror/prosemirror/issues/1200	Relevant decoration/selection invariant. Current decoration stress does not install node decorations based on the active selection and prove anchor stability while selecting.
[x]	1201	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Add a way to programmatically set a gapcursor somewhere	https://github.com/ProseMirror/prosemirror/issues/1201	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1202	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 delete range contract owner	new focused package reversed delete range proof	.tmp/slate-v2/packages/slate/test/delete-contract.ts:316 "normalizes reversed expanded delete ranges before removing text"	bun test ./packages/slate/test/delete-contract.ts -t "normalizes reversed expanded delete ranges before removing text"	Transform.deleteRange/delete unexpected behaviour when from > to	https://github.com/ProseMirror/prosemirror/issues/1202	Portable reversed range deletion invariant. Added a core contract proving reversed expanded ranges delete the normalized span and collapse selection at the start instead of inserting or corrupting content.
[x]	1203	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 paste HTML styled inline owner	new focused Chromium standalone styled span paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:754 "preserves a standalone styled span from rich HTML paste"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves a standalone styled span from rich HTML paste|preserves blank lines from contenteditable-style multiline HTML paste"	Pasting, node ignored	https://github.com/ProseMirror/prosemirror/issues/1203	Portable styled standalone inline paste invariant. Added exact browser proof for pasting a standalone colored span and preserving its color mark.
[x]	1204	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	`coordsAtPos` regression in 1.19.2 on Chrome and Safari	https://github.com/ProseMirror/prosemirror/issues/1204	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1205	OPEN	yes	deferred-with-owner	defer	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Plate list behavior/plugin owner	Plate list wrapping schema proof required outside Slate-v2-only scope		deferred: Plate/list plugin owner under Slate-v2-only runtime scope.	Turning multiple nodes of text into a list doesn't work if schema forces list item content to have a single paragraph	https://github.com/ProseMirror/prosemirror/issues/1205	List wrapping with plugin schema constraints is list-plugin behavior above Slate-v2 core. Under the Slate-v2-only rule this is deferred to the Plate/list owner.
[x]	1206	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw Android paste owner	raw Android HTML link paste proof required		deferred: requires raw Android mobile rich-link paste proof.	Pasting HTML content: works on laptop but drops links on mobile 	https://github.com/ProseMirror/prosemirror/issues/1206	Relevant mobile clipboard invariant, but exact issue requires Android Chrome clipboard HTML/link payload behavior. Desktop paste tests cannot close it.
[x]	1207	OPEN	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	liftListItem command throws 'Inconsistent open depths' error	https://github.com/ProseMirror/prosemirror/issues/1207	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1208	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 draggable block move/drop owner	cross-browser custom block void move-vs-copy browser proof	.tmp/slate-v2/playwright/integration/examples/embeds.test.ts:212 moves a custom block void over a paragraph margin instead of duplicating it; .tmp/slate-v2/playwright/integration/examples/embeds.test.ts:143 serializes a custom block void drag payload without renderer wiring; .tmp/slate-v2/packages/slate-react/src/editable/clipboard-input-strategy.ts:620 keeps drag-start payload range at drop time; .tmp/slate-v2/packages/slate-react/src/editable/clipboard-input-strategy.ts:170 resolves block-fragment drops to block boundaries	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/embeds.test.ts --project=chromium --project=firefox --project=webkit --grep "moves a custom block void over a paragraph margin" && PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/embeds.test.ts --project=chromium	Dropping a draggable element within the editor sometimes creates a duplicate	https://github.com/ProseMirror/prosemirror/issues/1208	Slate v2 now has exact custom block void drag/drop proof: dragging the video embed shell over a paragraph margin moves the single video void after the paragraph, keeps one iframe/void instance, carries a Slate fragment payload, syncs the model selection, and has no double highlight/runtime errors across Chromium, Firefox, and WebKit.
[x]	1209	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Cutting or deleting the entire contents of a node containing multiple paragraphs removes the node itself	https://github.com/ProseMirror/prosemirror/issues/1209	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1210	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	webpack & ts-loader issue when importing prosemirror dependencies. rootDir error	https://github.com/ProseMirror/prosemirror/issues/1210	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1211	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	`autoJoin` can't accept a command with three arguments	https://github.com/ProseMirror/prosemirror/issues/1211	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1212	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Proposal: allow users to disable `liftOutOfList` 	https://github.com/ProseMirror/prosemirror/issues/1212	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1213	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Plate nested-list behavior owner	nested-list Backspace loop proof required outside Slate-v2-only scope		deferred: Plate nested-list Backspace owner under Slate-v2-only runtime scope.	Press Backspace at the begin of a 3-level list cause unexpected behavior	https://github.com/ProseMirror/prosemirror/issues/1213	Nested-list Backspace semantics belong to list plugin behavior. Slate-v2 core does not close Plate list behavior in this run.
[x]	1214	OPEN	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw mobile gapcursor/void navigation owner	raw mobile gapcursor/void navigation proof required		deferred: requires raw iOS/Android gapcursor/mobile proof.	Gapcursor doesn't work on mobile	https://github.com/ProseMirror/prosemirror/issues/1214	Relevant mobile gap/void navigation pressure, but exact closure needs raw iOS/Android touch proof.
[x]	1215	OPEN	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw iOS IME toolbar mark owner	raw iOS Japanese IME toolbar-mark proof required		deferred: requires raw iOS 15 Japanese IME plus toolbar mark proof.	IOS 15: switching bold/italic when composing in Japanese IME breaks selection and it's not possible to continue typing	https://github.com/ProseMirror/prosemirror/issues/1215	Relevant IME/mark invariant, but exact issue needs iOS 15 Japanese IME composition while toggling bold/italic. Desktop IME tests are not exact.
[x]	1216	CLOSED	yes	deferred-with-owner	defer	collaboration-rebase	Collaboration, remote steps, shared history, rebasing	Slate-v2 collaboration/rebase owner	offline concurrent wrap/rebase data-preservation proof required		deferred: add collaboration concurrent wrap/rebase proof before runtime work.	ReplaceAroundStep data loss during offline collaborative editing	https://github.com/ProseMirror/prosemirror/issues/1216	Relevant collaboration invariant, but Slate-v2 has no exact proof for concurrent offline blockquote/list wrapping and rebase data preservation. Needs collaboration lane ownership.
[x]	1217	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	`mod` key become `ctrl` instead of `command` in iPadOS 15.0	https://github.com/ProseMirror/prosemirror/issues/1217	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1218	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 paste HTML block-boundary owner	new focused Chromium contenteditable blank-line paste proof plus parser fix	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1102 "preserves blank lines from contenteditable-style multiline HTML paste"; fix .tmp/slate-v2/site/examples/ts/paste-html-import.ts:354 and .tmp/slate-v2/site/examples/ts/paste-html-import.ts:554	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves a standalone styled span from rich HTML paste|preserves blank lines from contenteditable-style multiline HTML paste"	Copy multiline text from contenteditable to prosemirror spoils linebreaks	https://github.com/ProseMirror/prosemirror/issues/1218	Portable contenteditable multiline paste invariant. The new browser test failed first because `<div><br></div>` disappeared; fixed the deserializer to preserve line-break-only divs as empty paragraphs, then reran the focused paste and newline-normalization proofs green.
[x]	1219	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Package version confusion on skypack.dev	https://github.com/ProseMirror/prosemirror/issues/1219	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1220	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 inline void selection owner	focused Firefox inline-void keyboard navigation proof	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts:705 "arrow keys select mentions atomically from both sides"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/mentions.test.ts --project=firefox --grep "arrow keys select mentions atomically from both sides"	Unable to move cursor at start of an inline non-selectable node in Firefox	https://github.com/ProseMirror/prosemirror/issues/1220	Portable invariant is Firefox inline non-selectable/void keyboard navigation from both sides. Existing Slate-v2 mentions proof selects atomic inline mentions from both sides and passed in Firefox.
[x]	1221	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 raw Safari local-file clipboard owner	raw Safari Finder/image paste proof required		deferred: requires raw Safari local image clipboard proof; desktop Chromium/Firefox Playwright cannot verify Finder image paste capture.	Paste image from local directory not work on safari	https://github.com/ProseMirror/prosemirror/issues/1221	Relevant clipboard pressure, but the issue is specifically Safari local-directory image paste capture. No safe Slate-v2 raw Safari local-file clipboard lane exists in this run.
[x]	1223	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 raw Safari local-file clipboard owner	raw Safari Finder/image paste proof required		deferred: requires raw Safari local image clipboard proof; desktop Chromium/Firefox Playwright cannot verify capturePaste-style image paste.	The prosemirror-view library handle paste image from local directory not support safari	https://github.com/ProseMirror/prosemirror/issues/1223	Relevant clipboard pressure, but the body is Safari local image paste capture. Current Slate-v2 browser proof cannot synthesize the native Finder image clipboard path.
[x]	1224	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Passing in `doc` on ProseMirror `EditorState.create({...})`	https://github.com/ProseMirror/prosemirror/issues/1224	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1225	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Can't use without build tools	https://github.com/ProseMirror/prosemirror/issues/1225	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1226	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	Null reference exception when accessing nextSibling of dom in rm	https://github.com/ProseMirror/prosemirror/issues/1226	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1227	CLOSED	no	invalid-skip	skip	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	N/A	invalid-skip		N/A: invalid-skip; no portable Slate-v2 editor invariant to verify.	How can I resolve `view` and `schema` in `clipboardTextParser`?	https://github.com/ProseMirror/prosemirror/issues/1227	The issue is a ProseMirror clipboardTextParser API/support question about accessing view/schema from plugin props. Slate-v2 has different paste extension APIs and no failing portable editor behavior is stated.
[x]	1228	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	textBetween behavior is unintuitive when passed the `end` and `start` of respective nodes.	https://github.com/ProseMirror/prosemirror/issues/1228	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1229	CLOSED	no	invalid-skip	skip	docs-release-package	Skip: docs-release-package	N/A	N/A		N/A	Can't access discuss page	https://github.com/ProseMirror/prosemirror/issues/1229	Skipped as docs-release-package; no title-level portable Slate-v2 editor invariant.
[x]	1230	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 text transform owner	focused core mixed-mark replacement proof	.tmp/slate-v2/packages/slate/test/transforms-contract.ts:149 "insertText replaces a mixed-mark range without removing text before it"	bun test ./packages/slate/test/transforms-contract.ts -t "insertText replaces a mixed-mark range without removing text before it"	Extra text is removed when a key is pressed while selection starts between marks	https://github.com/ProseMirror/prosemirror/issues/1230	Fresh core contract covers replacing a selection that starts at a mark boundary and spans mixed marks without deleting marked text before the selection; focused unit passed.
[x]	1231	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 soft-break mouse-selection owner	focused real mouse/visual selection proof over soft line breaks required		deferred: existing keyboard soft-line guards passed, but exact cursor/mouse selection over manual line breaks still needs a real pointer visual oracle.	Text Selection via cursor not working with manually inserted line breaks	https://github.com/ProseMirror/prosemirror/issues/1231	Relevant selection pressure. Existing Slate-v2 tests cover soft-break split and keyboard line extension, but the issue is cursor/pointer selection reliability with manual line breaks, so exact closure needs a mouse-selection oracle.
[x]	1232	OPEN	yes	test-written	keep-portable	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	Slate-v2 richtext DOM mutation owner	focused Chromium nested mark DOM input proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:1182 "syncs browser text mutations inside nested mark DOM"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "syncs browser text mutations inside bold markup|syncs browser text mutations inside nested mark DOM"	I can't input text append a mark that output nested DOM 	https://github.com/ProseMirror/prosemirror/issues/1232	Fresh browser test proves text typed inside nested mark DOM updates the Slate model and survives Backspace, covering the portable nested-mark-DOM input invariant.
[x]	1233	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 HTML paste/link serialization owner	focused browser link href import proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1270 "preserves ampersand URL query parameters from rich HTML paste"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves ampersand URL query parameters from rich HTML paste|imports mixed nested ordered and unordered lists from rich HTML paste|imports compact nested list variants from rich HTML paste|imports nested divs in list items as visible boundaries"	Prosemirrors Domserializer escapes `&` characters in URLs	https://github.com/ProseMirror/prosemirror/issues/1233	Fresh paste proof verifies an HTML-escaped ampersand in an href is imported as the correct unescaped URL attribute in the editor.
[x]	1234	CLOSED	yes	deferred-with-owner	defer	table-grid-editing	Tables, cells, rows, columns, grid selection	Slate-v2 table selection Safari owner	raw Safari table drag-selection visual proof required		deferred: add a raw Safari table drag-selection visual oracle before runtime work.	prosemirror-view drag selection delay breaks table selections in Safari	https://github.com/ProseMirror/prosemirror/issues/1234	Relevant table selection pressure, but this is a Safari drag-selection delay/regression. Current desktop Chromium proofs do not close Safari table cell selection visuals.
[x]	1235	CLOSED	yes	deferred-with-owner	defer	mobile-touch-keyboard	Raw mobile, touch, Android, iOS	Slate-v2 raw iOS unmount-during-input owner	raw iOS Enter/unmount lifecycle proof required		deferred: requires raw iOS proof for unmount/destroy during Enter key handling.	if I excute view.destory() in enter keyevent on IOS, view.docView.dirty will alert error	https://github.com/ProseMirror/prosemirror/issues/1235	Relevant mobile lifecycle pressure, but the issue is specifically destroying a ProseMirror view during iOS Enter handling. Slate-v2 needs a raw iOS unmount-during-input oracle before any claim.
[x]	1236	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 React remount/reconfigure selection owner	focused remount/plugin reconfiguration selection proof required		deferred: add a focused Slate-v2 remount/reconfiguration selection-preservation proof before runtime work.	Selection not preserved when calling reconfigure in special circumstances (Chrome)	https://github.com/ProseMirror/prosemirror/issues/1236	Relevant selection preservation pressure, but the ProseMirror NodeView/reconfigure sequence has no exact Slate-v2 proof. Existing route remount input proof does not prove click selection preservation through plugin reconfiguration.
[x]	1237	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 decoration/widget vertical-navigation owner	focused hard-break/widget ArrowUp visual selection proof required		deferred: add a widget/decoration hard-break ArrowUp visual oracle before runtime work.	Arrow up behavior is weird after adding decoration widget	https://github.com/ProseMirror/prosemirror/issues/1237	Relevant caret navigation pressure, but current Slate-v2 tests do not prove vertical ArrowUp behavior around a hard-break widget decoration.
[x]	1238	CLOSED	yes	covered-by-existing-test	keep-portable	decoration-nodeview-inline-void	Decorations, NodeView, inline/atom/void boundaries	Slate-v2 editable void child-root owner	focused browser editable void editing/navigation proof	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:382 "edits same-runtime child root inside editable void"; .tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts:713 "moves across editable void child-root boundaries with keyboard"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "make sure you can edit editable void|moves across editable void child-root boundaries with keyboard|keeps same-runtime child root focused inside editable void"	Inline nodes with editable content behave unexpectedly 	https://github.com/ProseMirror/prosemirror/issues/1238	Portable invariant is editable content inside a hosted node and keyboard movement across its boundary. Existing Slate-v2 editable-void child-root proofs passed focused verification.
[x]	1240	OPEN	yes	covered-by-existing-test	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 code-block clipboard owner	focused Firefox code-block internal paste proof	.tmp/slate-v2/playwright/integration/examples/code-highlighting.test.ts:573 "pastes selected text inside a code block without leaving the code block"	PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/code-highlighting.test.ts --project=chromium --project=firefox --project=webkit --grep "pastes selected text inside a code block without leaving the code block"	Pasting in code block erases text in IceCat & IceWeasel (Firefox)	https://github.com/ProseMirror/prosemirror/issues/1240	Portable code-block internal paste invariant. Existing Slate-v2 code-highlighting proof copies selected text from inside a code block, pastes it back at the start of the same code line, preserves the rest of the code block text and following code line, and keeps selection inside the code block. Focused command passed Chromium, Firefox, and WebKit.
[x]	1241	CLOSED	no	invalid-skip	skip	product-integration	Skip: product-integration	N/A	N/A		N/A	ProseMirror-trailingBreak probably not needed with gapcursor	https://github.com/ProseMirror/prosemirror/issues/1241	Skipped as product-integration; no title-level portable Slate-v2 editor invariant.
[x]	1242	CLOSED	no	invalid-skip	skip	support-question	Skip: support-question	N/A	N/A		N/A	How to get all styles of the selected text in the current editor (Font background color and font color) ,thanks	https://github.com/ProseMirror/prosemirror/issues/1242	Skipped as support-question; no title-level portable Slate-v2 editor invariant.
[x]	1243	CLOSED	no	invalid-skip	skip	model-schema-transform	Document model, schema, transforms, joins, splits, mapping	N/A	invalid-skip		N/A: invalid-skip; no portable Slate-v2 editor invariant to verify.	prosemirror-model broken by upstream change to orderedmap	https://github.com/ProseMirror/prosemirror/issues/1243	The issue is an upstream ProseMirror/orderedmap TypeScript dependency break. It does not describe a Slate-v2 editor model, selection, clipboard, or browser behavior invariant.
[x]	1244	CLOSED	yes	test-written	keep-portable	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 richtext insert-break/grapheme owner	focused browser emoji insert-break proof	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts:3897 "splits after a programmatically inserted emoji without breaking it"	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "splits after a programmatically inserted emoji without breaking it|opens and rejoins a line before emoji text|splits before a soft line break without skipping its line|keeps selection synchronized after browser line extension"	Programmably insert emoji, then press Enter key will split the emoji character	https://github.com/ProseMirror/prosemirror/issues/1244	Fresh browser proof inserts an emoji programmatically, places the caret after the full surrogate pair, presses Enter, and verifies the emoji is not split.
[x]	1245	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 inline-atom visual caret owner	focused adjacent inline atom caret-geometry proof required		deferred: existing inline mention keyboard selection proof passed, but exact visual caret geometry between adjacent atom nodes still needs a browser visual oracle.	Chrome renders cursor in wrong place when it's in between two atom nodes	https://github.com/ProseMirror/prosemirror/issues/1245	Relevant visual caret pressure. Slate-v2 has inline mention atomic navigation proof, but not exact Chrome caret rendering between two adjacent atoms.
[x]	1246	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw IME horizontal-rule owner	raw browser IME proof around hr/void boundary required		deferred: add a raw IME composition proof before/after horizontal-rule or void boundary before runtime work.	IME Composition breaks when typing before/after an hr.	https://github.com/ProseMirror/prosemirror/issues/1246	Relevant IME pressure, but exact closure requires raw IME composition around an hr/void boundary across browsers; synthetic non-hr IME tests are not enough.
[x]	1247	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 HTML paste/list import owner	focused browser nested list HTML paste proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:1724 "imports mixed nested ordered and unordered lists from rich HTML paste"; fix .tmp/slate-v2/site/examples/ts/paste-html-import.ts:70,259,573	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "preserves ampersand URL query parameters from rich HTML paste|imports mixed nested ordered and unordered lists from rich HTML paste|imports compact nested list variants from rich HTML paste|imports nested divs in list items as visible boundaries"	Maybe it’s a bug for Order List parse? 	https://github.com/ProseMirror/prosemirror/issues/1247	Fresh nested mixed UL/OL paste test failed first because indentation whitespace leaked into editor text; importer now filters structural list whitespace and the focused paste proof plus nearby guards passed.
[x]	1248	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, DOM parser/serializer	Slate-v2 block-context paste semantics owner	focused custom block full-selection paste semantics proof required		deferred: add a Slate-v2 custom-block paste-in/paste-out contract before runtime work.	Defining property impacting pasting of node, and pasting into node	https://github.com/ProseMirror/prosemirror/issues/1248	Relevant paste semantics pressure, but ProseMirror defining-node behavior has no exact Slate-v2 equivalent proof. Needs an owner decision for block-context preservation versus replacement semantics.
[x]	1249	CLOSED	no	invalid-skip	skip	history-undo-redo	History, undo/redo, transaction grouping	N/A	invalid-skip		N/A: invalid-skip; no portable Slate-v2 editor invariant to verify.	NodeView.setSelection not called when selection is changed via a transaction	https://github.com/ProseMirror/prosemirror/issues/1249	The issue asks whether ProseMirror NodeView.setSelection should be called during EditorView.updateState while another editor owns focus. That is a ProseMirror NodeView lifecycle/API contract, not a Slate-v2 invariant.
[x]	1250	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	Selection, caret, DOM range, focus, keyboard navigation, drag/drop	Slate-v2 placeholder/widget caret-geometry owner	focused empty-node placeholder/widget caret geometry proof required		deferred: add a centered/empty placeholder or widget caret-geometry visual oracle before runtime work.	Misplaced caret (cursor) relative to widget decoration in empty node	https://github.com/ProseMirror/prosemirror/issues/1250	Relevant visual caret pressure, but existing placeholder tests cover visibility, empty selection, and height, not exact caret position relative to a widget decoration in an empty aligned node.
[x]	1251	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME, beforeinput, composition, keyboard replacement	Slate-v2 raw IME table-widget owner	raw browser IME proof inside table header with widget/button required		deferred: add raw IME table-header widget proof before runtime work.	IME composing is not working when the cursor is in `th` tag	https://github.com/ProseMirror/prosemirror/issues/1251	Relevant IME/table pressure, but exact issue is Chrome/Vivaldi native Japanese composition inside a th with absolute widget button. Current synthetic IME tests do not close this platform path.
