check	issue	state	relevant	closureKind	disposition	cluster	matrixKey	owner	proofKind	exactTest	command	title	url	reason
[x]	7156	CLOSED	no	invalid-skip	skip	large-doc-performance	Large document, transform, memory, and freeze performance	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Bug: Infinite loop in sibling traversal logic - previousSibling reference not updating	https://github.com/facebook/lexical/issues/7156	Lexical source-specific sibling traversal bug; no corresponding Slate-v2 implementation invariant to close from this ledger row.
[x]	7158	OPEN	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: Decorator nodes are not selectable with mouse	https://github.com/facebook/lexical/issues/7158	Decorator mouse selection at start/end of content needs exact Slate-v2 atom mouse-selection proof.
[x]	7160	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 product/plugin integration owner deferred outside core-only issue closure	focused product/plugin browser proof required outside this Slate-v2 core ledger pass		N/A: product/plugin row deferred under Slate-v2-only scope	Bug: Typeahead menu does not respect read-only mode	https://github.com/facebook/lexical/issues/7160	Typeahead menu read-only behavior is product/plugin chrome outside this Slate-v2 core pass.
[x]	7161	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: Non-rectangle table cell selections can be merged.	https://github.com/facebook/lexical/issues/7161	Non-rectangular merged-cell selections need dedicated Slate-v2 merged-table selection proof.
[x]	7163	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 Unicode text units owner	package Unicode/grapheme deletion proof	.tmp/slate-v2/packages/slate/test/text-units-contract.ts:375 deletes portable Lexical #7163 Unicode rows by Slate character units	bun test ./packages/slate/test/text-units-contract.ts --test-name-pattern "Lexical #7163|Unicode rows"	Bug: ❤️ emoji cannot be deleted with a single keystroke	https://github.com/facebook/lexical/issues/7163	Slate-v2 has explicit Lexical #7163 portable Unicode rows proving emoji/grapheme deletion by character unit.
[x]	7165	CLOSED	yes	covered-by-existing-test	keep-portable	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 mention/inline atom boundary owner	Chromium inline atom line-boundary Backspace proof	.tmp/slate-v2/playwright/integration/examples/mentions.test.ts:864 preserves a leading mention when Backspace removes its line boundary; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts:906 preserves mention order when Backspace removes a line boundary before them	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/mentions.test.ts --project=chromium --grep "preserves a leading mention when Backspace removes its line boundary|preserves mention order when Backspace removes a line boundary before them|arrow keys select mentions atomically from both sides"	Bug: RangeSelection.modify() at the beginning of a paragraph incorrectly selects the inlineDecorator of the previous block	https://github.com/facebook/lexical/issues/7165	Slate-v2 inline atom line-boundary tests prove Backspace at the next line boundary preserves adjacent inline atoms instead of selecting/deleting them.
[x]	7171	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: After converting equation to markdown it doesn't render as expected in playground	https://github.com/facebook/lexical/issues/7171	Equation markdown round-trip rendering needs exact markdown/equation proof.
[x]	7173	CLOSED	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard boundary owner	package multi-block clipboard replacement proof	.tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts:801 replaces selected content that starts with an empty block with multiple pasted blocks	bun test ./packages/slate-dom/test/clipboard-boundary.ts --test-name-pattern "replaces selected content that starts with an empty block|multiple pasted blocks|does not add empty text leaves when pasting a full multi-block fragment"	Bug: Pasting several paragraph blocks over a selection preceded by an empty paragraph doesn't overwrite the entire selection	https://github.com/facebook/lexical/issues/7173	Added exact Slate-v2 regression: multiple pasted paragraph blocks replace a selection that starts with an empty block instead of appending and leaving stale selected content.
[x]	7176	OPEN	no	invalid-skip	skip	plate-plugin-policy	Plate-owned rich text/plugin/product policy	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Bug: maybe missing dependency `rollup` in `lexical-playground`	https://github.com/facebook/lexical/issues/7176	Lexical playground package dependency/build issue; not a Slate-v2 editor behavior/API invariant.
[x]	7191	OPEN	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 comment/mark clipboard owner	link paste across comment/mark ranges proof required		select or add a focused Slate-v2 comment/mark link-paste target before runtime work	Bug: Link pasting using link plugin does not work across comment blocks	https://github.com/facebook/lexical/issues/7191	Link paste across comment blocks needs exact comment/mark clipboard proof.
[x]	7197	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 list split package contract	package insertBreak list split proof	.tmp/slate-v2/packages/slate/test/snapshot-contract.ts:1681 insertBreak inside a list item splits the item and keeps the list wrapper	bun test ./packages/slate/test/snapshot-contract.ts --test-name-pattern "insertBreak inside a list item splits the item"	Bug: Overriding TextNode breaks List behavior for "enter" key	https://github.com/facebook/lexical/issues/7197	Portable invariant is list-item Enter in the middle splits the item, preserves the list wrapper, moves tail text to the new item, and places the caret at the new item start.
[x]	7198	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: registerUpdateListener fires the function once more when the editor mounts or unmounts	https://github.com/facebook/lexical/issues/7198	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7201	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Feature: TableNode styling	https://github.com/facebook/lexical/issues/7201	Table style import/export/rendering is a Slate-v2 table model concern, but there is no exact first-class Slate-v2 table-style oracle in this ledger pass.
[x]	7203	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: Forward deletion of CollapsibleContainerNode inconsistent with backwards deletion	https://github.com/facebook/lexical/issues/7203	Forward deletion of a collapsible/custom block is a portable block-atom deletion invariant; no exact Slate-v2 collapsible/custom-block delete oracle exists yet under Slate-v2-only scope.
[x]	7207	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Bug: Bug Report: Incorrect Numbering in Nested Lists using $generateHtmlFromNodes	https://github.com/facebook/lexical/issues/7207	Nested ordered-list HTML export numbering is portable, but current Slate-v2 proof in this pass covers list paste/import, not exact ordered-list HTML export numbering.
[x]	7210	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME and beforeinput transport	Slate-v2 IME/beforeinput browser proof owner	raw browser/platform IME proof required		select or add a focused Slate-v2 IME target before runtime work	Bug: Samsung keyboard unusable in Lexical 0.24	https://github.com/facebook/lexical/issues/7210	Samsung predictive keyboard overwrite requires raw Android/Samsung IME proof; desktop synthetic IME coverage cannot honestly close it.
[x]	7211	CLOSED	no	invalid-skip	skip	plate-plugin-policy	Plate-owned rich text/plugin/product policy	N/A	invalid-skip non-portable/support/project issue		N/A: skipped as non-portable for Slate-v2-only issue closure.	Cleanup: Remove redundant Suspense from playground node decorate methods	https://github.com/facebook/lexical/issues/7211	Lexical playground Suspense cleanup is implementation cleanup with no portable Slate-v2 editor behavior invariant.
[x]	7212	OPEN	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Handling unknown / unregistered node types	https://github.com/facebook/lexical/issues/7212	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	7231	CLOSED	yes	deferred-with-owner	defer	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: inconsistent behavior of `DecoratorNode` within `MarkNode`	https://github.com/facebook/lexical/issues/7231	Decorator/mark nesting maps to Slate-v2 markable atom boundaries, but no exact mark-over-decorator browser oracle exists yet.
[x]	7234	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Triple-backticks markdown blocks are not rendered correctly when after triple-backticks in the line there are spaces (such spaces should be ignored)	https://github.com/facebook/lexical/issues/7234	Triple-backtick markdown fence with trailing spaces is a markdown import shortcut/roundtrip invariant; no exact Slate-v2 markdown oracle exists yet.
[x]	7235	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: markdown triple-backticks blocks get JavaScript lang-specifier added automatically after a markdown import-export rountdtrip (even when the content has not relation to JavaScript)	https://github.com/facebook/lexical/issues/7235	Markdown code-fence roundtrip should not synthesize a JavaScript language or extra newline; no exact Slate-v2 markdown roundtrip oracle exists yet.
[x]	7236	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Inlining of SVG icons used in CSS (in examples like `examples/react-rich/`)	https://github.com/facebook/lexical/issues/7236	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7238	OPEN	yes	deferred-with-owner	defer	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	Slate-v2 collaboration/provider behavior owner	collaboration provider or package rebase/browser proof required		select or add a focused Slate-v2 collaboration provider target before runtime work	Bug Fix: Selection format inconsistency with Firefox + Collab	https://github.com/facebook/lexical/issues/7238	Firefox plus collaboration selection-format drift requires provider/browser proof; package collab selection tests are not exact for this Firefox browser scenario.
[x]	7240	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Bug: missing RTL on list items in output HTML	https://github.com/facebook/lexical/issues/7240	RTL list-item dir preservation in output HTML is portable serialization behavior, but no exact Slate-v2 list HTML export RTL oracle exists yet.
[x]	7243	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Bug: Remove style from li element when using $generateNodesFromDOM	https://github.com/facebook/lexical/issues/7243	List-item style/text-align import preservation is portable serialization behavior; under Slate-v2-only scope it is deferred to Slate-v2 serialization/list owner, not Plate.
[x]	7245	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: Firefox selection in tables is broken	https://github.com/facebook/lexical/issues/7245	Firefox multi-cell table selection is a browser table-selection invariant; existing Slate-v2 table proof is not exact for Firefox multi-cell selection.
[x]	7246	CLOSED	yes	covered-by-existing-test	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 list/backspace package contract	package list boundary delete proof	.tmp/slate-v2/packages/slate/test/delete-contract.ts:610 merges a following paragraph into the previous list item on Backspace	bun test ./packages/slate/test/delete-contract.ts --test-name-pattern "merges a following paragraph into the previous list item on Backspace"	Bug: can't delete backward when previous is a list item	https://github.com/facebook/lexical/issues/7246	Portable invariant is Backspace at a paragraph after a list item merges into the previous list item instead of getting stuck or deleting the wrong boundary.
[x]	7247	OPEN	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME and beforeinput transport	Slate-v2 raw mobile/browser proof owner	raw Android/iOS or platform browser proof required		bun test:mobile-device-proof:raw or a focused platform browser target after it exists	Bug: Speech to text plugin on mobile inserts recognised words multiple times in the editor	https://github.com/facebook/lexical/issues/7247	Speech-to-text duplication is a mobile dictation/IME lane; it needs raw mobile browser proof and cannot be closed by desktop tests.
[x]	7251	OPEN	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	Slate-v2 raw mobile/browser proof owner	raw Android/iOS or platform browser proof required		bun test:mobile-device-proof:raw or a focused platform browser target after it exists	Bug: Pasting from Clipboard on Mobile Behaves Differently Than Menu Paste	https://github.com/facebook/lexical/issues/7251	Mobile clipboard suggestion paste differs from menu paste; needs raw mobile clipboard proof, not desktop paste coverage.
[x]	7257	OPEN	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 browser geometry/overlay owner	visual geometry proof under transformed/scrolled/constrained viewport required		select or add a focused Slate-v2 browser geometry target before runtime work	[playground] Bug: viewport of image imported from Markdown is way larger than viewport of same inserted image. Imported image then can overflow the editor bounds - instead a horizontal scroller is needed or some other solution, but not image overflowing the editor viewport	https://github.com/facebook/lexical/issues/7257	Markdown-imported image viewport overflow is a visual geometry/serialization invariant; no exact Slate-v2 markdown image viewport oracle exists yet.
[x]	7259	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Feature: Middleware-style exportDOM/importDOM	https://github.com/facebook/lexical/issues/7259	Middleware-style import/export hooks are an API architecture request for Slate-v2 serialization; not an existing behavior oracle.
[x]	7260	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Feature: Pre-registration/optional flattening of required NodeState configurations	https://github.com/facebook/lexical/issues/7260	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7261	CLOSED	yes	deferred-with-owner	defer	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: When there is only an inline DecoratorNode as a child of a ParagraphNode, a <br> is added at the end.	https://github.com/facebook/lexical/issues/7261	Inline decorator-only paragraph trailing BR is an atom/DOM serialization invariant; no exact Slate-v2 inline-atom-only paragraph oracle exists yet.
[x]	7262	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Feature: Add missing rows and columns when pasting a table.	https://github.com/facebook/lexical/issues/7262	Pasting tables with missing rows/columns is table-clipboard behavior; no exact Slate-v2 table paste expansion oracle exists yet.
[x]	7263	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Feature: When pasting a table, it does not work if there are merged cells in the target table.	https://github.com/facebook/lexical/issues/7263	Pasting into tables with merged cells is table-clipboard behavior; no exact Slate-v2 merged-cell paste oracle exists yet.
[x]	7266	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: incorrect column headers being applied when selection contains merged cells	https://github.com/facebook/lexical/issues/7266	Column-header toggling with merged-cell selection is table model behavior; no exact Slate-v2 header/merged-cell oracle exists yet.
[x]	7267	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Bug: Forward line deletion stops working after running once	https://github.com/facebook/lexical/issues/7267	Repeated forward hard-line deletion is a browser text deletion invariant; current Slate-v2 coverage only proves backward hard-line delete, not exact repeated forward delete.
[x]	7268	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Add shadow to the table wrapper to indicate a table is scrollable	https://github.com/facebook/lexical/issues/7268	Scrollable table visual affordance is table geometry/visual behavior; no exact Slate-v2 table scroll-shadow oracle exists yet.
[x]	7276	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: Table Cell Vertical Alignment Not Syncing	https://github.com/facebook/lexical/issues/7276	Table vertical alignment sync is table collaboration/provider state; no exact Slate-v2 table-collab vertical-align oracle exists yet.
[x]	7278	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	Bug: Page Break Functionality fails after toggling markdown mode	https://github.com/facebook/lexical/issues/7278	Page-break markdown toggling is custom markdown node behavior; no exact Slate-v2 page-break markdown oracle exists yet.
[x]	7280	CLOSED	yes	deferred-with-owner	defer	collaboration-remote-rebase	Remote/collaborative edit rebasing, selection, and history	Slate-v2 collaboration/provider behavior owner	collaboration provider or package rebase/browser proof required		select or add a focused Slate-v2 collaboration provider target before runtime work	Documentation: Add note about yjs property syncing	https://github.com/facebook/lexical/issues/7280	Yjs enumerable property syncing is collaboration adapter/API guidance; no exact Slate-v2 lint or collab property-initializer oracle exists yet.
[x]	7286	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: changes to `LexicalNode.getCommonAncestor` are not completely backwards compatible in v0.26.0	https://github.com/facebook/lexical/issues/7286	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7292	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Is Lexical and lexical/reactjs production ready lib? 	https://github.com/facebook/lexical/issues/7292	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7293	OPEN	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Support storing Y.Map as a NodeState value	https://github.com/facebook/lexical/issues/7293	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	7296	CLOSED	yes	deferred-with-owner	defer	ime-beforeinput-keyboard	IME and beforeinput transport	Slate-v2 IME/beforeinput browser proof owner	raw browser/platform IME proof required		select or add a focused Slate-v2 IME target before runtime work	[Playground] Bug: When you input Korean in Playground Poll Input, it appears twice	https://github.com/facebook/lexical/issues/7296	Korean duplication inside a nested poll input is product/nested-input IME behavior; under Slate-v2-only scope it needs a focused nested input/IME proof target before closure.
[x]	7298	OPEN	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Feature: Add ability to disable text formatting and text-align in a performant and easy way	https://github.com/facebook/lexical/issues/7298	Disabling formatting/text-align as a performant API is a Slate-v2 API/DX design request, not an existing behavior test.
[x]	7300	OPEN	yes	test-written	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 paste-html browser serialization owner	browser HTML import runtime-error proof	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts:196 imports nested blockquote list and code HTML without runtime errors	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "imports nested blockquote list and code HTML without runtime errors|normalizes block elements pasted from invalid HTML nests|imports source-code HTML as a code block without source gutters"	Bug: Error in Generating DOM-based Lexical Nodes for Specific Case	https://github.com/facebook/lexical/issues/7300	Added a focused Slate-v2 browser oracle for nested blockquote/list/pre/code HTML import with runtime error recording.
[x]	7301	OPEN	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Feature: Proper Handling of Deletions Across Adjacent Unmergeable Text Spans in Grid Containers	https://github.com/facebook/lexical/issues/7301	Deletion across adjacent unmergeable inline-grid spans is native selection/delete geometry; no exact Slate-v2 grid-span delete oracle exists yet.
[x]	7302	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Feature: Support setting the alignment of the entire table	https://github.com/facebook/lexical/issues/7302	Whole-table alignment is table model/API behavior; no exact Slate-v2 whole-table alignment oracle exists yet.
[x]	7304	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 table model/browser behavior owner	focused table selection/editing/clipboard/browser proof required		select or add a focused Slate-v2 table target before runtime work	Bug: [@lexical/table] Merging cells breaks control	https://github.com/facebook/lexical/issues/7304	Merged-cell controls are table model/UI behavior; no exact Slate-v2 merged-cell control oracle exists yet.
[x]	7306	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Feature: custom getTextUpToAnchor in LexicalTypeaheadMenuPlugin	https://github.com/facebook/lexical/issues/7306	Custom typeahead text extraction is product/typeahead API behavior; no exact Slate-v2 typeahead/custom text-node oracle exists yet.
[x]	7307	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Add draw.io Support	https://github.com/facebook/lexical/issues/7307	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	7308	CLOSED	yes	deferred-with-owner	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	Slate-v2 raw mobile/browser proof owner	raw Android/iOS or platform browser proof required		bun test:mobile-device-proof:raw or a focused platform browser target after it exists	Bug: Selecting table cells on touch devices happens unintentionally when scrolling 	https://github.com/facebook/lexical/issues/7308	Touch table-cell selection while scrolling needs raw mobile/touch proof and cannot be closed by desktop table tests.
[x]	7310	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Bug: LinkNode - target not working	https://github.com/facebook/lexical/issues/7310	Link target preservation is portable link serialization behavior; current Slate-v2 link paste tests cover href only, not exact target export/import.
[x]	7312	CLOSED	no	invalid-skip	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A		N/A	Lexical/react lib showing vulnerability for dependency lib prism	https://github.com/facebook/lexical/issues/7312	Skipped after full-body pass; no portable Slate/Plate editor robustness invariant matched.
[x]	7319	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 void/atom/inline-boundary owner	focused void/decorator/atom browser proof required		select or add a focused Slate-v2 void/atom target before runtime work	Bug: when deleting consecutive DecoratorNodes, sometimes two are deleted at once	https://github.com/facebook/lexical/issues/7319	Deleting consecutive decorator/block atoms one at a time is portable atom deletion behavior; no exact Slate-v2 consecutive atom delete oracle exists yet.
[x]	7322	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Bug: color applied to entire list item instead of one word	https://github.com/facebook/lexical/issues/7322	Applying color to one word in a list item is richtext mark/list selection behavior; no exact Slate-v2 partial-list-item color oracle exists yet.
[x]	7324	CLOSED	yes	deferred-with-owner	defer	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Slate-v2 extension transform/order owner	focused extension-order/code-highlight transformation proof required		select or add a focused Slate-v2 extension-order target before runtime work	Bug (?): syntax highlighting in code blocks affected by plugin order	https://github.com/facebook/lexical/issues/7324	Code highlighting affected by plugin order maps to transform scheduling/plugin order, but no exact Slate-v2 code-highlighting order oracle exists yet.
[x]	7326	CLOSED	no	invalid-skip	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A		N/A	Feature: Add Stable Unique IDs for Nodes	https://github.com/facebook/lexical/issues/7326	Skipped as support-question-discussion; no title/label-level portable editor invariant.
[x]	7327	CLOSED	no	invalid-skip	skip	docs-release-website	Skip: docs-release-website	N/A	N/A		N/A	Bug: Content gets cleared automatically onChange	https://github.com/facebook/lexical/issues/7327	Skipped as docs-release-website; no title/label-level portable editor invariant.
[x]	7328	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 clipboard/serialization API owner	serialization import/export API contract proof required		select or add a focused Slate-v2 serialization API target before runtime work	Feature: lowercase, uppercase an capitalize doesn't export as style	https://github.com/facebook/lexical/issues/7328	Text-transform export as style is portable serialization behavior; no exact Slate-v2 text-transform export oracle exists yet.
[x]	7329	CLOSED	yes	deferred-with-owner	defer	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	Slate-v2 markdown import/export owner	markdown import/export/shortcut contract proof required		select or add a focused Slate-v2 markdown target before runtime work	[playground] [markdown] Bug: `AutoLinkPlugin` does not recognize some modern long TLDs like `.digital` | `AutoLinkNode` export produces excessive markdown 	https://github.com/facebook/lexical/issues/7329	Autolink TLD recognition and markdown export cleanliness are markdown/link behavior; no exact Slate-v2 autolink TLD markdown oracle exists yet.
[x]	7331	CLOSED	yes	deferred-with-owner	defer	table-grid-selection	Table selection, navigation, paste, and nested table robustness	Slate-v2 browser geometry/overlay owner	visual geometry proof under transformed/scrolled/constrained viewport required		select or add a focused Slate-v2 browser geometry target before runtime work	[Playground] Bug: Table action menu button is still visible when the selected cell is overflowed	https://github.com/facebook/lexical/issues/7331	Overflowed table action-menu visibility is table overlay geometry behavior; no exact Slate-v2 table-overlay overflow oracle exists yet.
[x]	7333	CLOSED	yes	deferred-with-owner	defer	selection-dom-caret	DOM selection, caret, range, focus, and native movement	Slate-v2 rich text mark/list behavior owner	focused richtext/list mark browser or package proof required		select or add a focused Slate-v2 richtext/list mark target before runtime work	Bug: the next list was deleted when delete paragraph	https://github.com/facebook/lexical/issues/7333	Deleting a paragraph before/around a next list is list deletion behavior; no exact Slate-v2 oracle for this issue body has been verified yet.
