number	state	disposition	cluster	matrixKey	owner	proofKind	action	command	title	url
6406	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Feature: Ordered lists starting with upper roman/ lower roman numbers	https://github.com/facebook/lexical/issues/6406
6407	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: $selectAll do not set the selection `style` parameter from the anchored text node	https://github.com/facebook/lexical/issues/6407
6409	CLOSED	keep-portable	history-undo-redo	History, undo/redo, and batch boundaries	.tmp/slate-v2/packages/slate-history/test/history-contract.ts	package history contract plus browser proof when transport matters	refactor-existing/create-new	bun test ./packages/slate-history/test/history-contract.ts --test-name-pattern "history|undo|redo|batch|selection"	Bug: history should work with custom TextNodes containing non-standard properties	https://github.com/facebook/lexical/issues/6409
6410	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Allow table update on attribute changes in case of extending (overriding) TableNode	https://github.com/facebook/lexical/issues/6410
6413	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: build failure on astro integration test due to node version	https://github.com/facebook/lexical/issues/6413
6417	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Copy/pasting an image from Slack to Lexical does not work	https://github.com/facebook/lexical/issues/6417
6418	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Wrong new line (\n) in some cases with the option shouldPreverseNewLines = true	https://github.com/facebook/lexical/issues/6418
6422	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Feature: Deprecate Lexical	https://github.com/facebook/lexical/issues/6422
6427	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: Text mode is not respected when patching text style	https://github.com/facebook/lexical/issues/6427
6430	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned	select Plate package/example owner before applying	Bug: AutoLink crashes the editor	https://github.com/facebook/lexical/issues/6430
6431	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: "shouldPreserveNewLines" erroneously merges the second node with the above node on conversion back from markdown	https://github.com/facebook/lexical/issues/6431
6438	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: table can't be copied when only table is present	https://github.com/facebook/lexical/issues/6438
6440	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: table can't be deleted when it has more than one colspan rows	https://github.com/facebook/lexical/issues/6440
6441	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: only a table gets deleted on backspace	https://github.com/facebook/lexical/issues/6441
6442	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection lost when deleting content below a Decorator node	https://github.com/facebook/lexical/issues/6442
6443	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Docs: ElementNode.canMergeWhenEmpty semantics	https://github.com/facebook/lexical/issues/6443
6449	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: make Playground's toolbar similar to Google Docs toolbar where possible (or maybe provide it behind an option as it's somewhat less compact toolbar layout)	https://github.com/facebook/lexical/issues/6449
6451	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: DecoratorNodes no longer allowed at the root?	https://github.com/facebook/lexical/issues/6451
6452	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Emoji markdown rule in Playground makes pages dead.	https://github.com/facebook/lexical/issues/6452
6453	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Mentions Format was not applied, the Font size style was not applied in html 	https://github.com/facebook/lexical/issues/6453
6454	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	$convertToMarkdownString does not slashify	https://github.com/facebook/lexical/issues/6454
6455	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Can't type spaces in collapsible title after deselect in Firefox	https://github.com/facebook/lexical/issues/6455
6459	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: HorizontalRuleNode breaks TableCell in some case	https://github.com/facebook/lexical/issues/6459
6461	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: n.matchAll is not a function. (In 'n.matchAll(/\S+/g)', 'n.matchAll' is undefined)	https://github.com/facebook/lexical/issues/6461
6463	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: CI fails because it can't set up Node	https://github.com/facebook/lexical/issues/6463
6475	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: $generateNodesFromDOM only generates plain text	https://github.com/facebook/lexical/issues/6475
6476	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Selection formatting/styling is lost when you indent a list	https://github.com/facebook/lexical/issues/6476
6477	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Pasting text from the clipboard into a CustomElementNode does not work properly	https://github.com/facebook/lexical/issues/6477
6480	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Feature: Scroll for table	https://github.com/facebook/lexical/issues/6480
6481	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Uncaught Error: Unable to find an active editor state. State helpers or node methods can only be used synchronously during the callback of editor.update() or editorState.read().	https://github.com/facebook/lexical/issues/6481
6482	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Unable to find an active editor state. State helpers or node methods can only be used synchronously during the callback of editor.update() or editorState.read().	https://github.com/facebook/lexical/issues/6482
6484	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Tables ignore alignment	https://github.com/facebook/lexical/issues/6484
6492	OPEN	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput plus package history when applicable	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Bug: the undo command behaves incorrectly, requiring two undo actions to revert a single change.	https://github.com/facebook/lexical/issues/6492
6495	CLOSED	keep-portable	history-undo-redo	History, undo/redo, and batch boundaries	.tmp/slate-v2/packages/slate-history/test/history-contract.ts	package history contract plus browser proof when transport matters	refactor-existing/create-new	bun test ./packages/slate-history/test/history-contract.ts --test-name-pattern "history|undo|redo|batch|selection"	Bug: Redo doesn’t work by Key Board (command + Y)	https://github.com/facebook/lexical/issues/6495
6496	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: _cell gets lost on child table cell nodes when parent table is resized in the playground	https://github.com/facebook/lexical/issues/6496
6498	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: highlight TextFormatType is missing in importDOM losing state	https://github.com/facebook/lexical/issues/6498
6503	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: Get markdown content for selection	https://github.com/facebook/lexical/issues/6503
6506	CLOSED	keep-portable	void-decoration-atom	Void, decorator, image, mention, token, and inline atom boundaries	.tmp/slate-v2/playwright/integration/examples/editable-voids.test.ts; .tmp/slate-v2/playwright/integration/examples/mentions.test.ts	browser atom/void keyboard, paste, and IME proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/editable-voids.test.ts --project=chromium --grep "void|decorator|image|mention|Enter|Arrow"	Bug: Editor Crash when selecting an empty paragraph with an image	https://github.com/facebook/lexical/issues/6506
6512	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: After moving Selection, the small keyboard does not automatically pop up and cannot continue editing	https://github.com/facebook/lexical/issues/6512
6514	CLOSED	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Docs: Selection reconciliation & focus FAQs	https://github.com/facebook/lexical/issues/6514
6515	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: An error occurs when navigating a table with merged cells using the arrow keys(keyboard).	https://github.com/facebook/lexical/issues/6515
6516	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Webpack + React 17 fails to compile on the usage of `React.startTransition` or `React["startTransition"]`	https://github.com/facebook/lexical/issues/6516
6519	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Navigating within a table with merged cell crashes	https://github.com/facebook/lexical/issues/6519
6520	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Not able to set the text color upon closing color pallet	https://github.com/facebook/lexical/issues/6520
6521	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: browser lockup when converting paragraph node to list	https://github.com/facebook/lexical/issues/6521
6524	OPEN	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Feature: Is there a plugin that implements pagination similar to Google Docs?	https://github.com/facebook/lexical/issues/6524
6525	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: How can you determine if the current state of the editor needs to be saved, and how to compare the differences with the initial content?	https://github.com/facebook/lexical/issues/6525
6526	CLOSED	keep-portable	clipboard-paste-serialization	Clipboard, paste, copy, cut, HTML, markdown, and serialization	.tmp/slate-v2/playwright/integration/examples/paste-html.test.ts; .tmp/slate-v2/packages/slate-dom/test/clipboard-boundary.ts	browser clipboard plus slate-dom package proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/paste-html.test.ts --project=chromium --grep "paste|clipboard|copy|cut"	Bug: Styling format should be removed from the whitespace	https://github.com/facebook/lexical/issues/6526
6527	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Shift+down selects an extra subsequent element	https://github.com/facebook/lexical/issues/6527
6532	OPEN	skip	unrelated-or-product-unclear	Skip: unrelated-or-product-unclear	N/A	N/A	skip	N/A	Feature: Show line numbers	https://github.com/facebook/lexical/issues/6532
6533	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: TypeError in TableOfContentsPlugin when Scrolling to Bottom of Page	https://github.com/facebook/lexical/issues/6533
6534	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Regression in test suite after merging #6027 (Fix OverflowNode configuration)	https://github.com/facebook/lexical/issues/6534
6537	CLOSED	defer	mobile-device-keyboard	Raw mobile keyboard, tap, selection, and IME	raw mobile device proof lane	raw Android/iOS device proof	defer	bun test:mobile-device-proof:raw	Bug: IOS mobile safari cursor position problem	https://github.com/facebook/lexical/issues/6537
6540	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: When Partially select a range of text, toggleformat function doesn't work correctly.	https://github.com/facebook/lexical/issues/6540
6541	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: "text/plain" clipboard data of copied table cells is incorrect	https://github.com/facebook/lexical/issues/6541
6551	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: The Poll component doesn't get checked / unchecked each time on click	https://github.com/facebook/lexical/issues/6551
6552	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Splitting a table cell causes pasting or inserting a new line to stop working	https://github.com/facebook/lexical/issues/6552
6553	OPEN	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Refactor: simplified insertText rewrite (part 2)	https://github.com/facebook/lexical/issues/6553
6554	CLOSED	plate-owned	plate-plugin-policy	Plate-owned rich text/plugin/product policy	Plate plugin/package/docs/example owner	Plate package or example proof	plate-owned/split-raw-invariant-if-needed	select Plate package/example owner before applying	Bug: Playground comments have inconsistent timestamps in different window contexts	https://github.com/facebook/lexical/issues/6554
6563	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: Unable to create CodeNodes in a nodejs headless environment	https://github.com/facebook/lexical/issues/6563
6564	CLOSED	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Feature: TablePlugin support to change borderStyle and borderWidth	https://github.com/facebook/lexical/issues/6564
6568	OPEN	skip	support-question-discussion	Skip: support-question-discussion	N/A	N/A	skip	N/A	Bug: Is the LexicalNode isBefore logic correct?	https://github.com/facebook/lexical/issues/6568
6569	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: updating from lexical packages 1.17.0 -> 1.17.1 raises errors in CI for @lexical/table	https://github.com/facebook/lexical/issues/6569
6570	OPEN	keep-portable	selection-dom-caret	DOM selection, caret, range, focus, and native movement	.tmp/slate-v2/playwright/stress/generated-editing.test.ts	browser model/native selection proof	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/stress/generated-editing.test.ts --project=chromium --grep "selection|range|cursor|caret"	Bug: Unexpected behaviour when pressing backspace in empty first node	https://github.com/facebook/lexical/issues/6570
6572	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Feature: Add tests to ensure that all inter-package dependencies are declared	https://github.com/facebook/lexical/issues/6572
6573	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: AutoLinkPlugin's negative lookbehind breaks in older browsers	https://github.com/facebook/lexical/issues/6573
6575	CLOSED	skip	package-build-infra	Skip: package-build-infra	N/A	N/A	skip	N/A	Migrate lexical-code from PrismJS to Shiki	https://github.com/facebook/lexical/issues/6575
6577	CLOSED	keep-portable	ime-beforeinput-keyboard	IME and beforeinput transport	.tmp/slate-v2/playwright/integration/examples/richtext.test.ts; .tmp/slate-v2/packages/slate-browser/src/playwright/ime.ts	browser IME/beforeinput plus package history when applicable	refactor-existing/create-new	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/richtext.test.ts --project=chromium --grep "IME|composition|beforeinput"	Bug: CJK text editing does not work properly on Windows 10, Chrome 128 versions.	https://github.com/facebook/lexical/issues/6577
6580	CLOSED	skip	docs-release-website	Skip: docs-release-website	N/A	N/A	skip	N/A	Bug: VoiceOver in Safari does not read out characters while backspacing.	https://github.com/facebook/lexical/issues/6580
6581	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Crash when select all and delete with only table in the editor	https://github.com/facebook/lexical/issues/6581
6583	CLOSED	keep-portable	table-grid-selection	Table selection, navigation, paste, and nested table robustness	.tmp/slate-v2/playwright/integration/examples/tables.test.ts; future table model owner for whole-table/nested-table semantics	browser table containment/navigation plus package insert-fragment proof	refactor-existing/create-new/defer-model	PLAYWRIGHT_BASE_URL=http://localhost:3100 PLAYWRIGHT_RETRIES=0 PLAYWRIGHT_WORKERS=1 bun run playwright playwright/integration/examples/tables.test.ts --project=chromium --grep "table|cell|selection|paste|drag"	Bug: Table styling not persisting for empty cells	https://github.com/facebook/lexical/issues/6583
